Country,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,0,6,27,6,55,48,41,27,0,76,13,76,34,89,124,83,166,124,152,193,235,283,276,332,304,352,394,290,415,456,456,325,505,726,699,664,366,401,526,657,595,609,678,719,609,650,740,664,643,782,823,650,629,795,934,879,1038,962,1058,636,1204,1114,1204,1605,1252,955,1121,1259,1232,1169,996,1363,927,775,1183,1495,1204,1266,789,823,989,1335,1342,1259,1252,1114,754,657,1058,1065,636,1218,1301,719,643,1065,1495,1017,1218,1162,927,934,1370,1197,1218,1204,1301,899,719,1211,1079,1155,1287,858,657,588,1058,1142,1017,1065,1010,532,588,1038,1169,892,1114,657,484,546,996
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,29,29,118,0,59,0,326,118,118,148,118,89,0,89,89,148,207,178,237,178,118,118,0,296,0,356,148,207,178,267,89,148,237,148,148,178,237,237,178,296,267,296,296,296,207,267,267,267,296,267,296,296,237,267,296,356,385,445,326,267,0,771,474,504,652,682,59,1305,890,949,919,1008,1068,1008,1097,1068,1127,1068,0,2344,1157,415,1958,1424,1335,1364,1097,1186,1157,1216,1216,1364,1097,1186,1424,1483,1454,1602,1483,1661,1721,1543,1454,1246,1216,1513,890,1246,593,1186,1246,1335,1097,1186,1157,1097,1008,1305,1008,1097,919,890,801,860,0,1572,712,623,890,949,1038
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,17,17,34,0,0,69,0,34,17,17,86,103,0,17,0,34,0,121,242,34,34,34,69,0,121,173,69,121,17,51,51,173,0,224,121,138,121,173,86,138,294,138,138,207,0,224,328,155,242,51,380,449,986,0,484,173,380,899,744,484,432,588,553,1073,0,0,1505,969,1038,761,796,1419,1419,830,1280,1211,1194,986,1523,986,848,1090,1626,796,917,1055,1921,1782,1505,830,1263,744,1263,2215,1592,1644,1869,1280,2994,1921,3322,1730,2042,2422,1921,1869,1609,3011,1851,3738,2336,2492,1471,2422,3374,9899,2647,4326,5399,1973,5157,3288,4153,5451,3340,2561,3686,2994
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,64,64,106,256,213,299,320,1196,341,3248,1004,3718,2436,3077,5855,6090,8504,9787,10983,15770,13996,16432,17779,17907,17351,18142,18462,20300,19916,17287,14402,13612,15877,16176,14595,12928,10898,13227,11047,12116,11176,11774,7436,12073,12735,4551,9188,9295,9402,7842,8077,6154,7073,6432,9680,5726,6004,5897,3504,3504,3953,5214,4551,4893,3825,3055,2628,3760,3931,4637,2948,2222,1859,0,1260,1474,2350,1111,14701,1068,1581,0,0,21,21,42,85,42,0,0,21,106,21,21,21,0,0,0,0,0,0,0,0,0,0,0,25194,149,21,21,21,42,64,170,64,42,64,192,170,106,363,0,0,64,85,85,106,42,0,0,64,64,85,64,85,0,0,42,42,42,64,64,0,0,42,42,106,42,42,0,0,576
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,23,0,119,0,47,0,23,0,71,0,119,23,0,71,71,71,119,119,0,95,0,167,0,167,119,143,95,143,239,23,0,143,191,0,143,239,0,382,215,454,119,334,263,0,909,693,574,287,215,167,454,334,287,0,310,406,287,287,478,334,287,215,215,239,0,454,358,287,0,358,0,191,382,0,0,0,0,717,47,0,95,0,191,143,334,310,0,23,0,167,47,215,0,119,0,478,0,0,358,167,0,47,0,71,119,0,0,502,143,0,263
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,98,0,98,393,98,196,98,491,491,393,786,786,2456,1081,2751,687,0,6682,5798,4225,5012,3931,2751,7469,11203,9434,10417,7567,1670,0,1179,13169,0,29483,6584,10908,2850,3931,18181,16903,8255,12874,3931,196,7862,7960,10515,12186,6584,1572,982,8845,8353,8550,9729,13267,4422,491,3046,5601,14446,6781,11498,2751,491,1867,4422,8648,3931,0,11891,589,3046,9434,9336,4520,8255,0,4422,786,6388,7272,0,1965,9238,0,3734,2260,7665,1867,3931,1965,0,0,6388,10024,1179,0,0,0,0,10614,0,4717,6977,0,0,0,2948,2260,3636,4029,884,0,0,1277,1375,3439,1769,2555,0,0,982,884,2653,2063,2555,0,1965,0,687,2063,884,2063,0,0,294,196,2751,884,393,0,98,294
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,117,0,117,117,0,352,469,234,117,822,704,704,1174,1527,2819,4463,704,2466,3054,4228,4111,4698,2114,6930,8692,8457,7987,3641,7282,6812,7047,8692,7987,7165,1879,3876,9514,2466,9749,5638,5403,3406,2819,4463,3523,4933,3641,4933,4933,1644,3876,4346,2584,4463,1409,587,939,0,2584,1292,1527,234,2349,0,469,2701,1174,352,469,469,352,234,822,234,117,1174,234,117,822,234,234,117,117,0,117,0,0,0,117,0,0,0,234,0,1527,117,117,0,0,0,117,1996,0,0,0,0,0,0,234,0,469,0,0,0,117,0,234,0,0,0,0,117,0,0,0,0,234,0,0,0,117,0,0,0,0,352,0,352,234,0,0,117,0,117,117,117,0,0,0,0
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24,60,145,109,85,85,182,194,206,194,279,449,558,765,959,838,923,886,911,923,1056,1166,1190,1154,1178,1190,1299,1396,3049,0,1469,1542,1494,1445,1421,1396,1324,1287,1202,1154,1117,1081,1129,1020,947,741,777,716,777,692,583,607,570,668,643,704,668,583,498,534,376,340,279,327,327,388,388,352,340,413,364,340,315,303,279,267,291,255,218,255,279,230,218,206,206,182,170,182,218,206,230,255,279,267,279,291,327,291,255,230,206,182,218,194,230,206,230,242,230,194,230,267,218,279,255,230,230,242,206,255,218,206,194,206,218,230,218,206,194,206,206,182,170,182,206,230,218,230
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,22,0,0,0,0,22,22,0,67,22,44,44,89,67,67,112,89,134,156,156,112,268,89,224,224,112,224,179,201,179,179,224,224,291,291,134,179,179,246,425,246,246,246,156,201,336,291,246,291,470,336,336,380,380,313,380,448,470,380,470,291,358,336,201,380,268,134,470,313,246,224,380,268,224,201,179,268,336,336,246,201,291,515,470,358,224,201,268,246,694,515,425,201,179,224,515,358,358,425,537,425,403,268,313,268,605,336,493,291,470,515,470,403,605,246,336,313,336,403,246,470,179,291,448,358,380,448,425,336,246,291,470,515,448,358,358,291,582
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,311,103,0,207,0,207,0,103,0,103,0,207,622,0,207,311,311,519,207,207,415,0,519,622,415,0,830,1245,0,1349,0,1661,622,0,1557,0,2076,0,1972,934,0,2491,0,519,0,519,207,0,1038,0,726,0,622,415,415,415,0,830,0,519,207,0,415,0,207,311,415,0,103,207,0,726,0,311,0,207,103,0,415,0,519,207,103,0,103,311,0,311,207,0,103,207,207,0,103,103,415,207,0,311,103,103,207,0,103,207,103,103,0,207,103,103,103,103,0,103,103,0,103,0,311,0,207,207,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,45,0,60,0,165,0,210,315,225,481,616,511,842,827,707,1489,481,4393,3912,3144,2708,5732,8531,8501,10291,10652,9313,6635,11826,180,14143,13271,28317,11089,10788,11706,11450,12955,12744,13361,8967,6755,12458,11480,9599,11555,12232,6214,932,5461,8847,65482,11209,10051,10457,3626,4333,11540,9765,8110,8305,5206,7192,9434,7433,6439,5777,7041,0,2557,2407,8200,10547,5281,0,4243,1775,3836,0,6199,5672,4875,3235,1700,8365,4875,5401,2648,8441,0,1986,0,4303,5958,3039,0,3265,0,571,3505,2768,4634,0,2572,225,0,4213,4559,0,2768,2046,376,0,2332,2648,1339,2046,1008,331,240,2332,1895,2001,0,2226,315,165,2076,1278,993,1715,601,406,180,1655,1188,797,1850,917,210,105,1790,1248,571,1805,1113,120,135
United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,9,6,9,9,6,9,12,15,21,9,27,30,27,64,79,113,156,171,263,388,345,645,762,780,1255,1466,1150,1848,2788,3232,4270,3859,2173,3440,6336,3703,5760,5883,6324,5424,4634,4701,7735,20144,6115,7343,6394,4521,5574,8720,7175,7833,6513,5797,3550,4616,7196,7441,6908,5858,5047,3572,3893,7367,7652,6480,5212,4285,2280,3587,4732,5418,5176,4830,4710,2813,3094,4557,4469,4175,4123,2981,2066,1616,2378,4759,3599,3700,3085,1919,2231,3409,3367,3217,3743,1989,1157,2014,3241,2886,2877,2219,2216,979,1542,2436,2399,2338,2228,1741,737,1285,2519,2531,7677,2598,1453,912,1212,3908,2210,2105,1790,630,850,1310,2990,2761,2907,2601,2170,1126,1457,2843,3054,2907,2911,2424,1310,1738,3348,3746,3541,3569,2684,1398,1946,5687,4631,4591,4414,3400,1408,1885
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,35,35,35,0,0,70,35,35,35,70,0,210,0,70,0,280,70,105,0,210,175,0,175,140,140,280,0,526,140,105,280,280,280,0,35,0,526,70,245,105,736,140,1543,210,1052,140,105,105,70,35,140,456,491,175,105,210,70,280,210,245,350,70,35,245,105,105,350,105,35,1824,245,175,140,175,70,105,70,70,315,70,105,280,175,175,140,35,35,70,210,35,105,70
